,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
1677,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,27/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1678,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 74.00,Raivis Dzintars,26/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1679,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Ilga Šuplinska,26/07/2018,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1680,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1000.00,Krišjānis Feldmans,25/07/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1681,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,25/07/2018,,13,Jauno Konservatīvo frakcija,Linda Medne
1682,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Jānis Cielēns,25/07/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1683,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 10.00,Juris Rancāns,24/07/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1684,Attīstībai/Par!,Manta vai pakalpojums,EUR 43.94,Gatis Zamurs,24/07/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1685,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 10.00,Ilze Indriksone,24/07/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1686,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 20.00,Jānis Iesalnieks,23/07/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1687,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Normunds Žunna,23/07/2018,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1688,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Evita Zālīte-Grosa,22/07/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1689,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Evita Zālīte-Grosa,22/07/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1690,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,20/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1691,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Ainars Bašķis,20/07/2018,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1692,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 86.00,Raivis Dzintars,20/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1693,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 191.28,Aivars Geidāns,20/07/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1694,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 2000.00,Aleksandrs Kiršteins,20/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Aleksandrs Kiršteins
1695,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,20/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1696,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,19/07/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1697,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Sandis Riekstiņš,19/07/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1698,Zaļo un Zemnieku savienība,Nauda,EUR 1500.00,Jānis Vucāns,19/07/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Jānis Vucāns
1699,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Jānis Tutins,18/07/2018,above_yearly_limit,13,Saskaņa,Jānis Tutins
1700,Zaļo un Zemnieku savienība,Nauda,EUR 1500.00,Gundars Daudze,18/07/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Gundars Daudze
1701,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 15.00,Rihards Kols,17/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1702,Zaļo un Zemnieku savienība,Nauda,EUR 1500.00,Gundars Daudze,17/07/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Gundars Daudze
1703,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Edgars Kucins,17/07/2018,,13,Saskaņa,Edgars Kucins
1704,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 3.00,Rihards Kols,17/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1705,Zaļo un Zemnieku savienība,Nauda,EUR 1500.00,Jānis Vucāns,17/07/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Jānis Vucāns
1706,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,17/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1707,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 86.00,Raivis Dzintars,16/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1708,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Sandis Riekstiņš,16/07/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1709,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 45.00,Reinis Znotiņš,16/07/2018,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1710,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Sandis Riekstiņš,16/07/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1711,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,16/07/2018,,13,Jauno Konservatīvo frakcija,Linda Medne
1712,Attīstībai/Par!,Nauda,EUR 500.00,Andris Skride,13/07/2018,above_yearly_limit,13,Attīstībai/Par!,Andris Skride
1713,"VIENOTĪBA, Partija",Nauda,EUR 2000.00,Kārlis Šadurskis,13/07/2018,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1714,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 10.00,Jānis Cielēns,13/07/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1715,Attīstībai/Par!,Manta vai pakalpojums,EUR 50.00,Gatis Zamurs,13/07/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1716,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Inga Goldberga,13/07/2018,above_yearly_limit,13,Saskaņa,Inga Goldberga
1717,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 5.91,Kaspars Ģirģens,12/07/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1718,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Juris Rancāns,12/07/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1719,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Vladimirs Nikonovs,11/07/2018,above_yearly_limit,13,Saskaņa,Vladimirs Nikonovs
1720,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Jānis Krišāns,11/07/2018,above_yearly_limit,13,Saskaņa,Jānis Krišāns
1721,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 21.34,Aivars Geidāns,11/07/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1722,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 210.00,Juris Rancāns,11/07/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1723,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Juris Rancāns,10/07/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1724,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 3.00,Ralfs Nemiro,10/07/2018,,13,Neatkarīgie,Ralfs Nemiro
1725,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Līva Kreituse,10/07/2018,,13,Jauno Konservatīvo frakcija,Līva Kreituse
1726,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 520.00,Rihards Kols,08/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1727,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Uldis Budriķis,07/07/2018,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1728,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 266.20,Vitālijs Orlovs,05/07/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1729,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 169.40,Ivans Ribakovs,05/07/2018,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1730,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 340.00,Ivans Ribakovs,05/07/2018,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1731,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 480.00,Rihards Kols,05/07/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1732,Attīstībai/Par!,Manta vai pakalpojums,EUR 89.63,Gatis Zamurs,04/07/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1733,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Eva Mārtuža,04/07/2018,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1734,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 40.00,Evita Zālīte-Grosa,02/07/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1735,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/07/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1736,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1000.00,Krišjānis Feldmans,28/06/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1737,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Kaspars Ģirģens,24/06/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1738,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Eva Mārtuža,23/06/2018,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1739,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,20/06/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1740,Zaļo un Zemnieku savienība,Nauda,EUR 5000.00,Anda Čakša,19/06/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Anda Čakša
1741,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Ramona Petraviča,18/06/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1742,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 150.00,Aivars Geidāns,15/06/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1743,"VIENOTĪBA, Partija",Nauda,EUR 1500.00,Inese Lībiņa-Egnere,15/06/2018,,13,Jaunā Vienotība,Inese Lībiņa-Egnere
1744,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 120.00,Juris Rancāns,14/06/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1745,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1500.00,Artūrs Rubiks,13/06/2018,above_yearly_limit,13,Saskaņa,Artūrs Rubiks
1746,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Eva Mārtuža,10/06/2018,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1747,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Igors Pimenovs,08/06/2018,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1748,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Jānis Butāns,07/06/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1749,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Jānis Butāns,07/06/2018,,13,Jauno Konservatīvo frakcija,Jānis Butāns
1750,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 250.00,Rihards Kols,06/06/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1751,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Jānis Cielēns,04/06/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1752,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 55.93,Ivans Ribakovs,04/06/2018,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1753,Zaļo un Zemnieku savienība,Nauda,EUR 3000.00,Raimonds Bergmanis,03/06/2018,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Raimonds Bergmanis
1754,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 610.00,Ivans Ribakovs,01/06/2018,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1755,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/06/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1756,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Edvīns Šnore,23/05/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1757,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Aivars Geidāns,23/05/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1758,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,21/05/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1759,Latvijas attīstībai,Biedra nauda,EUR 300.00,Juris Pūce,21/05/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1760,"Kustība ""Par!""",Nauda,EUR 2500.00,Krista Baumane,21/05/2018,above_yearly_limit,13,Attīstībai/Par!,Krista Baumane
1761,"Kustība ""Par!""",Nauda,EUR 2500.00,Krista Baumane,20/05/2018,above_yearly_limit,13,Attīstībai/Par!,Krista Baumane
1762,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Jānis Cielēns,16/05/2018,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1763,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 800.00,Ivans Klementjevs,16/05/2018,above_yearly_limit,13,Saskaņa,Ivans Klementjevs
1764,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 100.00,Aivars Geidāns,15/05/2018,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1765,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 67.60,Ramona Petraviča,15/05/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1766,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Juris Rancāns,15/05/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1767,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Juris Rancāns,14/05/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1768,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,11/05/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1769,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1000.00,Jānis Dombrava,10/05/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1770,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 495.00,Vitālijs Orlovs,10/05/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1771,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 130.00,Kaspars Ģirģens,08/05/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1772,Attīstībai/Par!,Nauda,EUR 200.00,Juris Pūce,08/05/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1773,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Andrejs Klementjevs,08/05/2018,above_yearly_limit,13,Saskaņa,Andrejs Klementjevs
1774,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Biedra nauda,EUR 2000.00,Artuss Kaimiņš,07/05/2018,,13,Pie frakcijām nepiederošie deputāti,Artuss Kaimiņš
1775,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 500.00,Vitālijs Orlovs,07/05/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1776,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/05/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1777,Latvijas attīstībai,Biedra nauda,EUR 1000.00,Juris Pūce,30/04/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1778,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Tutins,30/04/2018,above_yearly_limit,13,Saskaņa,Jānis Tutins
1779,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1000.00,Aleksandrs Kiršteins,27/04/2018,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Aleksandrs Kiršteins
1780,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Zenta Tretjaka,27/04/2018,above_yearly_limit,13,Saskaņa,Zenta Tretjaka
1781,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vladimirs Nikonovs,26/04/2018,above_yearly_limit,13,Saskaņa,Vladimirs Nikonovs
1782,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vladimirs Nikonovs,26/04/2018,above_yearly_limit,13,Saskaņa,Vladimirs Nikonovs
1783,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Ivans Ribakovs,24/04/2018,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1784,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 174.24,Vitālijs Orlovs,24/04/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1785,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Jānis Ādamsons,24/04/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jānis Ādamsons
1786,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,23/04/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1787,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Artūrs Rubiks,19/04/2018,above_yearly_limit,13,Saskaņa,Artūrs Rubiks
1788,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Juris Rancāns,16/04/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1789,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Krišjānis Feldmans,16/04/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1790,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 825.00,Ivans Klementjevs,12/04/2018,above_yearly_limit,13,Saskaņa,Ivans Klementjevs
1791,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 5.00,Ainars Bašķis,11/04/2018,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1792,"Kustība ""Par!""",Nauda,EUR 1000.00,Krista Baumane,10/04/2018,above_yearly_limit,13,Attīstībai/Par!,Krista Baumane
1793,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Andrejs Klementjevs,09/04/2018,above_yearly_limit,13,Saskaņa,Andrejs Klementjevs
1794,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Inguna Rībena,09/04/2018,,13,Pie frakcijām nepiederošie deputāti,Inguna Rībena
1795,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vitālijs Orlovs,04/04/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1796,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Boriss Cilevičs,01/04/2018,above_yearly_limit,13,Saskaņa,Boriss Cilevičs
1797,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/04/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1798,Latvijas attīstībai,Biedra nauda,EUR 200.00,Juris Pūce,30/03/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1799,Latvijas attīstībai,Biedra nauda,EUR 2500.00,Gatis Zamurs,28/03/2018,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
1800,"Kustība ""Par!""",Nauda,EUR 150.00,Andris Skride,27/03/2018,above_yearly_limit,13,Attīstībai/Par!,Andris Skride
1801,"Kustība ""Par!""",Nauda,EUR 100.00,Krista Baumane,26/03/2018,above_yearly_limit,13,Attīstībai/Par!,Krista Baumane
1802,"VIENOTĪBA, Partija",Nauda,EUR 1400.00,Arvils Ašeradens,26/03/2018,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1803,"VIENOTĪBA, Partija",Nauda,EUR 1400.00,Arvils Ašeradens,26/03/2018,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1804,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1000.00,Sandis Riekstiņš,26/03/2018,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1805,"Kustība ""Par!""",Nauda,EUR 20.00,Ilmārs Dūrītis,24/03/2018,,13,Attīstībai/Par!,Ilmārs Dūrītis
1806,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 30.00,Kaspars Ģirģens,20/03/2018,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1807,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Juris Rancāns,19/03/2018,,13,Jauno Konservatīvo frakcija,Juris Rancāns
1808,Latvijas attīstībai,Biedra nauda,EUR 2500.00,Māris Mičerevskis,19/03/2018,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
1809,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 15.00,Līva Kreituse,16/03/2018,,13,Jauno Konservatīvo frakcija,Līva Kreituse
1810,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Boriss Cilevičs,16/03/2018,above_yearly_limit,13,Saskaņa,Boriss Cilevičs
1811,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 120.00,Vitālijs Orlovs,14/03/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1812,Latvijas attīstībai,Biedra nauda,EUR 50.00,Juris Pūce,12/03/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1813,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,12/03/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1814,Latvijas attīstībai,Biedra nauda,EUR 350.00,Juris Pūce,12/03/2018,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1815,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 600.00,Vitālijs Orlovs,09/03/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1816,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 243.00,Vitālijs Orlovs,09/03/2018,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1817,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 150.00,Ramona Petraviča,06/03/2018,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
1818,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Evita Zālīte-Grosa,06/03/2018,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1819,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Ainars Bašķis,05/03/2018,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1820,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/03/2018,,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
